losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"China"	710	"Taiwan"	713	1949	1.0	1.0	1.0	0.85891336	0.0	0.0	1.0	0.0	1.0		1	1	0.0	4	0.0	1.0	0.0	40.0	5.0	0.0	5.0	713710.0	25.0	1.0	45.0	1.0	0.0	1.0	1.0	25.0				1.0				0.0	7.4312997	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Taiwan"	713	"China"	710	1949	1.0	1.0	1.0	0.1523418	0.0	0.0	1.0	0.0	1.0		1	1	0.0	4	0.0	1.0	0.0	40.0	5.0	0.0	5.0	713710.0	25.0	1.0	45.0	1.0	1.0	1.0	0.0	25.0				1.0				0.0	5.192957	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"United Kingdom"	200	"Malaysia"	820	1957	0.0	0.0	0.0	0.9700472	0.0	1.0	0.0	0.0	1.0		1	1	0.0	1	1.0	0.0	1.0	50.0	6.0	0.0	6.0	820200.0	32.0	0.0	58.0	0.0	0.0	1.0	0.0	32.0				0.0				0.0	9.24619	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malaysia"	820	"United Kingdom"	200	1957	0.0	0.0	0.0	0.02995285	0.0	1.0	0.0	0.0	0.0		1	1		1	1.0	0.0	1.0	50.0	6.0	0.0	6.0	820200.0	32.0	0.0	58.0	0.0	1.0	1.0	0.0	32.0				0.0				0.0	9.249561	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Netherlands"	210	"Indonesia"	850	1963	0.0	0.0	0.0	0.3408384	0.0	0.0	1.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	850210.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.1622	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Indonesia"	850	"Netherlands"	210	1963	0.0	0.0	0.0	0.6591616	0.0	0.0	1.0	0.0	1.0		1	0		4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	850210.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.3228655		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France (Chad)"	220	"Libya"	620	1955	0.0	0.0	1.0	0.9938514	0.0	0.0	0.0	0.0	1.0	2.0	0	1		4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	620220.0	20.0	0.0	36.0	0.0	0.0	0.0	0.0	20.0				0.0	1.0	"Arabs"	"ANM"	0.0	7.0604763	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Libya"	620	"France (Chad)"	220	1955	0.0	0.0	1.0	0.006148585	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	620220.0	20.0	0.0	36.0	0.0	0.0	0.0	0.0	20.0				0.0	1.0	"Arabs"	"ANM"	0.0	7.147559	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Morocco"	600	"Algeria"	615	1956	1.0	1.0	1.0	0.045832418	0.0	0.0	1.0	0.0	1.0	2.5	0	1	0.7276566	4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	615600.0	14.0	0.0	25.0	1.0	1.0	0.0	0.0	14.0				1.0	1.0	"Arabs"	"ANM"	0.0	5.9814143	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Algeria"	615	"Morocco"	600	1956	0.0	1.0	1.0	0.9545497	0.0	0.0	1.0	0.0	0.0	2.5	0	1	1.3742746	4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	615600.0	14.0	0.0	25.0	1.0	0.0	0.0	0.0	14.0				0.0	1.0	"Arab"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	6.184149	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Cambodia"	811	"Laos"	812	1953	0.0	0.0	1.0	0.6918509	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	812811.0	26.0	0.0	46.0	0.0	1.0	1.0	0.0	26.0				0.0	1.0	"Khmer"	"ANM/8006_E3_1928_I6"	0.0	5.6629605	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Laos"	812	"Cambodia"	811	1953	1.0	0.0	1.0	0.30814907	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	812811.0	26.0	0.0	46.0	1.0	1.0	0.0	0.0	26.0				1.0	1.0	"Lao"	"8006_E3_1945_U57"	0.0	5.9989367	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"China"	710	"Pakistan"	770	1963	0.0	0.0	0.0	0.90884924	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0.0	4	0.0	1.0	0.0	60.0	1.0	0.0	5.0	770710.0	27.0	0.0	48.0	0.0	0.0	0.0	0.0	27.0				0.0	0.0	"Han"	"ANM"	0.0	8.170186	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Pakistan"	770	"China"	710	1963	0.0	0.0	0.0	0.09115078	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0.0	4	0.0	1.0	0.0	60.0	1.0	0.0	5.0	770710.0	27.0	0.0	48.0	0.0	0.0	0.0	0.0	27.0				0.0	0.0	"Ahmadis; pashtuns; Punjabi; Sindhi"	"ANM"	0.0	6.0088134	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Laos"	812	"Vietnam"	816	1953	0.0	0.0	1.0	0.12303085	0.0	0.0	0.0	0.0	0.0	3.5	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	816812.0	26.0	0.0	46.0	0.0	1.0	1.0	0.0	26.0				0.0	1.0	"Lao"	"8006_E3_1945_U57"	0.0	5.2522736	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"North Vietnam"	816	"Laos"	812	1953	0.0	0.0	1.0	0.87696916	0.0	0.0	0.0	0.0	0.0	3.5	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	816812.0	26.0	0.0	46.0	0.0	0.0	1.0	0.0	26.0				0.0	0.0	"Vietnamese"	"8006_E3_1945_U57"	0.0	4.8751974	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Laos"	812	"Republic of vietnam"	817	1953	0.0	0.0	0.0	0.10867409	0.0	0.0	0.0	0.0	0.0	3.5	0	0		4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	817812.0	26.0	0.0	46.0	0.0	1.0	0.0	0.0	26.0				0.0	1.0	"Khmu"	"8006_E3_1945_U57"	0.0	6.3279366	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Republic of vietnam"	817	"Laos"	812	1953	0.0	0.0	0.0	0.8913259	0.0	0.0	0.0	0.0	0.0	2.5	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	817812.0	26.0	0.0	46.0	0.0	0.0	0.0	0.0	26.0				0.0	0.0	"Vietnamese"	"8006_E3_1945_U57"	0.0	5.872118	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Cambodia"	811	"Republic of vietnam"	817	1954	0.0	0.0	1.0	0.2172861	0.0	0.0	0.0	0.0	0.0	4.0	0	1		4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	817811.0	26.0	0.0	46.0	0.0	0.0	1.0	0.0	26.0				0.0	1.0	"Khmer"	"ANM/8006_E3_1928_I6"	0.0	4.634729	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Republic of vietnam"	817	"Cambodia"	811	1954	0.0	0.0	1.0	0.7827139	0.0	0.0	0.0	0.0	0.0	4.0	0	1		4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	817811.0	26.0	0.0	46.0	0.0	1.0	1.0	0.0	26.0				0.0	0.0	"Vietnamese"	"8006_E3_1945_U57"	0.0	4.0073333	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Algeria"	615	"Tunisia"	616	1956	0.0	0.0	0.0	0.9854445	0.0	0.0	0.0	0.0	0.0	2.5	1	1	2.079461	4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	616615.0	14.0	0.0	25.0	1.0	0.0	1.0	0.0	14.0				0.0	1.0	"Arab"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	6.133398	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tunisia"	616	"Algeria"	615	1956	0.0	0.0	0.0	0.014555491	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.48089382	4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	616615.0	14.0	0.0	25.0	1.0	1.0	1.0	0.0	14.0				0.0	1.0	"Arabs"	"ANM"	0.0	4.912655	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kenya"	501	"Sudan"	625	1956	0.0	0.0	0.0	0.9827915	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	6.0	625501.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	20.0				0.0	0.0	"Kalenjin-Masai-Turkana-Samburu, Kamba; Kikuyu-Meru-Emb; Kisii; Luhya; Luo; Mijikenda"		0.0	6.50129	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Sudan"	625	"Kenya"	501	1956	0.0	0.0	0.0	0.5697382	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	6.0	625501.0	32.0	0.0	58.0	0.0	1.0	0.0	0.0	20.0				0.0	0.0	"Shaygiyya, Ja'aliyyin and Danagla (Arab)"	"ANM"	0.0	7.100027	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uganda"	500	"Sudan"	625	1956	1.0	0.0	1.0	0.9827915	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	6.0	625500.0	32.0	0.0	58.0	1.0	0.0	0.0	0.0	20.0				1.0	1.0	"Acholi"	"ANM"	0.0	5.874931	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Sudan"	625	"Uganda"	500	1956	0.0	0.0	1.0	0.017208539	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	6.0	625500.0	32.0	0.0	58.0	0.0	1.0	0.0	0.0	20.0				0.0	0.0	"Shaygiyya, Ja'aliyyin and Danagla (Arab)"	"ANM"	0.0	7.1436176	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Malaysia"	820	"Singapore"	830	1965	0.0	0.0	1.0	0.54285586	0.0	0.0	0.0	0.0	0.0		0	1	2.0309956	4	0.0	1.0	0.0	60.0	3.0	0.0	5.0	830820.0	27.0	0.0	49.0	0.0	0.0	1.0	0.0	27.0				0.0				0.0	5.659482	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Singapore"	830	"Malaysia"	820	1965	0.0	0.0	1.0	0.4571441	0.0	0.0	0.0	0.0	0.0		0	1	0.049896263	4	0.0	1.0	0.0	60.0	3.0	0.0	5.0	830820.0	27.0	0.0	49.0	0.0	1.0	1.0	0.0	27.0				0.0	1.0	"Chinese"	"ANM"	0.0	2.6390574	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Ivory Coast"	437	"Guinea"	438	1958	0.0	0.0	1.0	0.5263835	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	438437.0	20.0	0.0	36.0	0.0	0.0	0.0	0.0	20.0				0.0	0.0	"Baule (Akan), Mande and Voltaic/Gur, Other Akans"	"ANM"	0.0	5.7300997	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Guinea"	438	"Ivory Coast"	437	1958	0.0	0.0	1.0	0.007139075	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	438437.0	20.0	0.0	36.0	0.0	1.0	0.0	0.0	20.0				0.0	1.0	"Malinke"	"ANM"	0.0	6.403574	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Guinea"	438	1958	0.0	0.0	0.0	0.5530881	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.45740807	4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	438432.0	20.0	0.0	36.0	0.0	0.0	1.0	0.0	20.0				0.0	0.0	"Blacks (Mande, Peul, Voltaic etc.); Whites (Tuareg & Arabs)"	"ANM"	0.0	4.6634393	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Guinea"	438	"Mali"	432	1958	0.0	0.0	0.0	0.4322351	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	4.0	438432.0	20.0	0.0	36.0	0.0	1.0	0.0	0.0	20.0				0.0	1.0	"Malinke"	"ANM"	0.0	5.9215784	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"DRC (Zaire)"	490	"Burundi"	516	1960	0.0	0.0	0.0	0.15464471	0.0	0.0	0.0	0.0	1.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	516490.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	7.34601	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burundi"	516	"DRC"	490	1960	0.0	0.0	0.0	0.8453553	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	516490.0	21.0	0.0	37.0	0.0	0.0	1.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	2.7080503	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"DRC (Zaire)"	490	"Rwanda"	517	1960	0.0	0.0	1.0	0.15464471	1.0	0.0	0.0	0.0	1.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	517490.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	7.327123	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Rwanda"	517	"DRC"	490	1960	0.0	0.0	1.0	0.8453553	1.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	517490.0	21.0	0.0	37.0	0.0	0.0	1.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	4.406719	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Ivory Coast"	437	1960	0.0	0.0	0.0	0.52685505	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	437432.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0	"Blacks (Mande, Peul, Voltaic etc.); Whites (Tuareg & Arabs)"	"ANM"	0.0	5.4930615	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Ivory Coast"	437	"Mali"	432	1960	0.0	0.0	1.0	0.47314495	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.54386663	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	437432.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Baule (Akan), Mande and Voltaic/Gur, Other Akans"	"ANM"	0.0	5.9401712	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Algeria"	615	1960	0.0	0.0	0.0	0.009611645	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615432.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0	1.0	"Arabs"	"ANM"	0.0	7.186901	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Algeria"	615	"Mali"	432	1960	0.0	0.0	0.0	0.99038833	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615432.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0	0.0	"Arab"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	7.3138866	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Mauritania"	435	1960	0.0	0.0	1.0	0.8456233	0.0	0.0	0.0	0.0	0.0	2.5	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	435432.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Arabs"	"ANM"	0.0	5.749393	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mauritania"	435	"Mali"	432	1960	0.0	0.0	1.0	0.15437666	0.0	0.0	0.0	0.0	0.0	2.5	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	435432.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Arabs/White Moor"	"ANM"	0.0	6.291569	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Niger"	436	1960	0.0	0.0	1.0	0.646522	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	436432.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Tuareg"	"ANM"	0.0	6.809039	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Niger"	436	"Mali"	432	1960	0.0	0.0	1.0	0.35347798	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	436432.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Songhai"	"ANM"	0.0	5.32301	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Burkina faso"	439	1960	0.0	0.0	1.0	0.5726603	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	1.0	4.0	439432.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Tuareg"	"ANM"	0.0	5.6970935	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Mali"	432	1960	0.0	0.0	1.0	0.42733967	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.13917424	4	0.0	1.0	0.0	60.0	3.0	1.0	4.0	439432.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Mossi"	"ANM"	0.0	5.3375382	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Benin"	434	"Niger"	436	1960	0.0	0.0	1.0	0.4236111	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	436434.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0			0.0	2.3025851	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Niger"	436	"Benin"	434	1960	0.0	0.0	1.0	0.5763889	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	436434.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Songhai"	"ANM"	0.0	4.94876	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Benin"	434	"Togo"	461	1960	0.0	0.0	0.0	0.607109	0.0	0.0	0.0	0.0	0.0	3.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	461434.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Fon, Yoruba"	"ANM"	0.0	4.59512	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Togo"	461	"Benin"	434	1960	0.0	0.0	0.0	0.392891	0.0	0.0	0.0	0.0	0.0	3.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	461434.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Ewe"	"ANM"	0.0	4.1431346	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Senegal"	433	"Mauritania"	435	1960	0.0	0.0	1.0	0.85500747	0.0	0.0	0.0	0.0	0.0	3.5	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	435433.0	21.0	0.0	37.0	1.0	1.0	1.0	0.0	21.0				0.0	0.0	"Diola; Mandingue (and other eastern groups); Pulaar (Peul, Toucouleur); Serer; Wolof "	"ANM"	0.0	5.209486	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mauritania"	435	"Senegal"	433	1960	0.0	0.0	1.0	0.14499253	0.0	0.0	0.0	0.0	0.0	3.5	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	435433.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Arabs/White Moor"	"ANM"	0.0	5.159055	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Niger"	436	"Algeria"	615	1960	0.0	0.0	0.0	0.005278044	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.001097797	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615436.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0	1.0	"Tuareg"	"ANM"	0.0	6.4264884	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Algeria"	615	"Niger"	436	1960	0.0	0.0	0.0	0.99472195	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615436.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0	0.0	"Arab"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	7.4448333	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Niger"	436	"Burkina Faso"	439	1960	0.0	0.0	0.0	0.422853	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439436.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Songhai"	"ANM"	0.0	4.553877	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Niger"	436	1960	0.0	0.0	0.0	0.577147	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439436.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0	"Mossi"	"ANM"	0.0	5.659482	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Niger"	436	"Chad"	483	1960	0.0	0.0	1.0	0.4984272	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	483436.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"TUareg"	"ANM"	0.0	7.113956	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Chad"	483	"Niger"	436	1960	0.0	0.0	1.0	0.5015728	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	483436.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Toubou"	"ANM"	0.0	5.4510384	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Ivory Coast"	437	"Burkina Faso"	439	1960	0.0	0.0	0.0	0.5461656	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439437.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Baule (Akan), Mande and Voltaic/Gur, Other Akans"	"ANM"	0.0	5.7620516	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Ivory Coast"	437	1960	0.0	0.0	0.0	0.4538344	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439437.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Mossi"	"ANM"	0.0	5.857933	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Mali"	432	"Burkina Faso"	439	1986	0.0	1.0	0.0	0.42733967	0.0	0.0	1.0	0.0	0.0	3.5	0	1	0.0	1	1.0	1.0	0.0	80.0	4.0	1.0	4.0	439432.0	37.0	0.0	66.0	0.0	0.0	1.0	0.0	37.0				0.0	1.0	"Tuareg"	"ANM"	0.0	5.6970935	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Mali"	432	1986	0.0	1.0	0.0	0.52654314	0.0	0.0	1.0	0.0	0.0	3.5	0	1	0.13917424	1	1.0	1.0	0.0	80.0	4.0	1.0	4.0	439432.0	37.0	0.0	66.0	0.0	0.0	1.0	0.0	37.0				0.0	1.0	"Mossi"	"ANM"	0.0	5.3375382	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			
